Lead Number,prediction_score_1,prediction_score_0,prediction_label
595596,0.7081,0.2919,1
620704,0.7081,0.2919,1
633871,0.7081,0.2919,1
620278,0.7081,0.2919,1
630695,0.7081,0.2919,1
616185,0.7081,0.2919,1
651417,0.7081,0.2919,1
609489,0.7081,0.2919,1
616598,0.7081,0.2919,1
622608,0.7081,0.2919,1
614804,0.7081,0.2919,1
631013,0.7081,0.2919,1
608349,0.7081,0.2919,1
610249,0.708,0.292,1
606306,0.708,0.292,1
586948,0.708,0.292,1
637248,0.708,0.292,1
617235,0.7079,0.2921,1
643637,0.7079,0.2921,1
613195,0.7079,0.2921,1
622072,0.7079,0.2921,1
645703,0.7079,0.2921,1
585616,0.7078,0.2922,1
635711,0.7078,0.2922,1
611662,0.7077,0.2923,1
593999,0.7077,0.2923,1
614924,0.7077,0.2923,1
601708,0.7077,0.2923,1
623915,0.7077,0.2923,1
604460,0.7077,0.2923,1
593872,0.7077,0.2923,1
601380,0.7077,0.2923,1
640364,0.7076,0.2924,1
627761,0.7076,0.2924,1
600952,0.7076,0.2924,1
650012,0.7076,0.2924,1
589730,0.7076,0.2924,1
620274,0.7076,0.2924,1
609892,0.7076,0.2924,1
629083,0.7076,0.2924,1
627699,0.7076,0.2924,1
619144,0.7075,0.2925,1
597323,0.7075,0.2925,1
613346,0.7074,0.2926,1
622658,0.7074,0.2926,1
642784,0.7074,0.2926,1
646574,0.7074,0.2926,1
647039,0.7074,0.2926,1
588993,0.7073,0.2927,1
587225,0.7073,0.2927,1
587916,0.7073,0.2927,1
586629,0.7073,0.2927,1
588107,0.7073,0.2927,1
631706,0.7073,0.2927,1
596461,0.7073,0.2927,1
614655,0.7073,0.2927,1
657032,0.7073,0.2927,1
642361,0.7073,0.2927,1
591161,0.7073,0.2927,1
645099,0.7072,0.2928,1
659283,0.7072,0.2928,1
642522,0.7072,0.2928,1
603737,0.7071,0.2929,1
637070,0.7071,0.2929,1
628121,0.7071,0.2929,1
642635,0.7071,0.2929,1
645398,0.7071,0.2929,1
630485,0.7071,0.2929,1
634731,0.7071,0.2929,1
624348,0.7071,0.2929,1
594063,0.707,0.293,1
640969,0.707,0.293,1
626976,0.7069,0.2931,1
601070,0.7069,0.2931,1
644723,0.7069,0.2931,1
624495,0.7069,0.2931,1
611589,0.7069,0.2931,1
631919,0.7069,0.2931,1
651246,0.7069,0.2931,1
616102,0.7068,0.2932,1
595524,0.7067,0.2933,1
609451,0.7067,0.2933,1
625676,0.7067,0.2933,1
597516,0.7066,0.2934,1
595703,0.7066,0.2934,1
621344,0.7066,0.2934,1
638518,0.7065,0.2935,1
598798,0.7065,0.2935,1
636665,0.7065,0.2935,1
599682,0.7064,0.2936,1
657247,0.7064,0.2936,1
628517,0.7064,0.2936,1
640590,0.7064,0.2936,1
581257,0.7064,0.2936,1
581211,0.7064,0.2936,1
598343,0.7064,0.2936,1
611251,0.7064,0.2936,1
652174,0.7063,0.2937,1
629089,0.7062,0.2938,1
626813,0.7062,0.2938,1
580870,0.7061,0.2939,1
615607,0.7061,0.2939,1
584115,0.706,0.294,1
614900,0.706,0.294,1
631460,0.706,0.294,1
606672,0.706,0.294,1
600505,0.706,0.294,1
621213,0.7059,0.2941,1
639333,0.7059,0.2941,1
617043,0.7059,0.2941,1
633307,0.7059,0.2941,1
628658,0.7059,0.2941,1
599452,0.7058,0.2942,1
626438,0.7058,0.2942,1
588899,0.7058,0.2942,1
628916,0.7057,0.2943,1
644702,0.7057,0.2943,1
656516,0.7056,0.2944,1
654136,0.7055,0.2945,1
627186,0.7055,0.2945,1
609838,0.7055,0.2945,1
622372,0.7055,0.2945,1
596069,0.7055,0.2945,1
634056,0.7054,0.2946,1
634036,0.7054,0.2946,1
621978,0.7053,0.2947,1
583729,0.7053,0.2947,1
601350,0.7053,0.2947,1
656911,0.7052,0.2948,1
606860,0.7052,0.2948,1
635809,0.7052,0.2948,1
605335,0.7052,0.2948,1
605652,0.7052,0.2948,1
616003,0.7052,0.2948,1
633120,0.7052,0.2948,1
626477,0.7052,0.2948,1
594646,0.7051,0.2949,1
592343,0.7051,0.2949,1
649378,0.705,0.295,1
606149,0.705,0.295,1
633312,0.705,0.295,1
588783,0.705,0.295,1
656563,0.705,0.295,1
640177,0.7049,0.2951,1
629451,0.7048,0.2952,1
598440,0.7048,0.2952,1
584186,0.7047,0.2953,1
652250,0.7047,0.2953,1
606187,0.7047,0.2953,1
587418,0.7047,0.2953,1
630010,0.7046,0.2954,1
614635,0.7046,0.2954,1
628929,0.7046,0.2954,1
589544,0.7046,0.2954,1
620189,0.7045,0.2955,1
651611,0.7045,0.2955,1
622413,0.7045,0.2955,1
655270,0.7045,0.2955,1
605107,0.7045,0.2955,1
643986,0.7045,0.2955,1
626800,0.7045,0.2955,1
590238,0.7043,0.2957,1
643889,0.7043,0.2957,1
643936,0.7043,0.2957,1
632374,0.7043,0.2957,1
607159,0.7042,0.2958,1
620517,0.7042,0.2958,1
606760,0.7042,0.2958,1
612836,0.7042,0.2958,1
600944,0.7042,0.2958,1
607154,0.7042,0.2958,1
607279,0.7042,0.2958,1
607274,0.7042,0.2958,1
600950,0.7042,0.2958,1
611355,0.7042,0.2958,1
606560,0.7042,0.2958,1
612869,0.7042,0.2958,1
592031,0.7041,0.2959,1
596303,0.7041,0.2959,1
631268,0.704,0.296,1
620783,0.7039,0.2961,1
627656,0.7039,0.2961,1
659918,0.7039,0.2961,1
613405,0.7039,0.2961,1
611567,0.7039,0.2961,1
612680,0.7039,0.2961,1
597861,0.7039,0.2961,1
586802,0.7039,0.2961,1
598302,0.7038,0.2962,1
656492,0.7038,0.2962,1
626300,0.7038,0.2962,1
618210,0.7038,0.2962,1
594854,0.7037,0.2963,1
627475,0.7037,0.2963,1
637148,0.7037,0.2963,1
620501,0.7037,0.2963,1
619550,0.7037,0.2963,1
605693,0.7037,0.2963,1
605206,0.7037,0.2963,1
643945,0.7037,0.2963,1
616761,0.7037,0.2963,1
628512,0.7037,0.2963,1
604007,0.7037,0.2963,1
602755,0.7036,0.2964,1
615932,0.7036,0.2964,1
633842,0.7036,0.2964,1
623427,0.7036,0.2964,1
627173,0.7036,0.2964,1
593850,0.7036,0.2964,1
630777,0.7036,0.2964,1
627039,0.7036,0.2964,1
630783,0.7036,0.2964,1
653910,0.7036,0.2964,1
630828,0.7036,0.2964,1
585824,0.7036,0.2964,1
631408,0.7036,0.2964,1
639181,0.7036,0.2964,1
598094,0.7036,0.2964,1
617515,0.7036,0.2964,1
620223,0.7036,0.2964,1
589580,0.7036,0.2964,1
618288,0.7033,0.2967,1
637954,0.7033,0.2967,1
631597,0.7032,0.2968,1
595135,0.7032,0.2968,1
597943,0.7032,0.2968,1
631653,0.7032,0.2968,1
616049,0.7031,0.2969,1
602484,0.703,0.297,1
613343,0.703,0.297,1
589518,0.703,0.297,1
614557,0.703,0.297,1
627558,0.7029,0.2971,1
581947,0.7029,0.2971,1
626692,0.7028,0.2972,1
631540,0.7028,0.2972,1
583924,0.7028,0.2972,1
627362,0.7028,0.2972,1
583957,0.7028,0.2972,1
606702,0.7028,0.2972,1
636774,0.7027,0.2973,1
655423,0.7027,0.2973,1
636930,0.7027,0.2973,1
644257,0.7026,0.2974,1
586987,0.7026,0.2974,1
604240,0.7026,0.2974,1
641715,0.7025,0.2975,1
638954,0.7024,0.2976,1
624147,0.7024,0.2976,1
658193,0.7024,0.2976,1
598991,0.7023,0.2977,1
650234,0.7023,0.2977,1
655075,0.7023,0.2977,1
625862,0.7023,0.2977,1
600072,0.7023,0.2977,1
637044,0.7023,0.2977,1
634669,0.7023,0.2977,1
643901,0.7021,0.2979,1
606336,0.702,0.298,1
587910,0.7017,0.2983,1
587953,0.7017,0.2983,1
588058,0.7017,0.2983,1
587894,0.7017,0.2983,1
582125,0.7017,0.2983,1
588131,0.7017,0.2983,1
588104,0.7017,0.2983,1
587918,0.7017,0.2983,1
588093,0.7017,0.2983,1
588001,0.7017,0.2983,1
588102,0.7017,0.2983,1
628666,0.7016,0.2984,1
613583,0.7016,0.2984,1
619272,0.7016,0.2984,1
637156,0.7015,0.2985,1
628500,0.7015,0.2985,1
643918,0.7015,0.2985,1
635864,0.7015,0.2985,1
643917,0.7015,0.2985,1
647861,0.7015,0.2985,1
643701,0.7015,0.2985,1
643923,0.7015,0.2985,1
643884,0.7015,0.2985,1
649470,0.7015,0.2985,1
643902,0.7014,0.2986,1
637169,0.7014,0.2986,1
655552,0.7014,0.2986,1
643897,0.7014,0.2986,1
643848,0.7014,0.2986,1
645350,0.7014,0.2986,1
643832,0.7014,0.2986,1
630736,0.7013,0.2987,1
657033,0.7013,0.2987,1
640081,0.7013,0.2987,1
598753,0.7013,0.2987,1
640115,0.7013,0.2987,1
617100,0.7013,0.2987,1
596770,0.7013,0.2987,1
604307,0.7013,0.2987,1
597996,0.7012,0.2988,1
600701,0.7012,0.2988,1
600736,0.7012,0.2988,1
602540,0.7012,0.2988,1
598242,0.7012,0.2988,1
595717,0.7012,0.2988,1
622344,0.7011,0.2989,1
584037,0.7011,0.2989,1
601729,0.7011,0.2989,1
604344,0.7011,0.2989,1
635896,0.701,0.299,1
636241,0.701,0.299,1
635012,0.701,0.299,1
588013,0.7009,0.2991,1
604969,0.7009,0.2991,1
604214,0.7008,0.2992,1
653082,0.7008,0.2992,1
651812,0.7007,0.2993,1
647142,0.7007,0.2993,1
651043,0.7006,0.2994,1
